id,text,language
835,What a beautiful day!,en
836,This is terrible...,en
837,Could be better.,en
838,मैं इससे खुश नहीं हूँ।,hi
839,خوب بود اما می‌توانست بهتر باشد,fa
840,اليوم كان رائعًا,ar
841,यह ठीक था।,hi
842,मैं इससे खुश नहीं हूँ।,hi
843,Absolutely fantastic experience!,en
844,خوب بود اما می‌توانست بهتر باشد,fa
845,Ich bin enttäuscht.,de
846,Worst day ever.,en
847,Das war unglaublich!,de
848,این بهترین روز من بود,fa
849,Absolutely fantastic experience!,en
850,This is terrible...,en
851,Ich bin enttäuscht.,de
852,यह ठीक था।,hi
853,من خیلی ناراحتم,fa
854,مقبول لكنه ليس الأفضل,ar
855,Absolutely fantastic experience!,en
856,اليوم كان رائعًا,ar
857,I love this!,en
858,मैं इससे खुश नहीं हूँ।,hi
859,لا يعجبني هذا,ar
860,This is terrible...,en
861,اليوم كان رائعًا,ar
862,I am so tired of this nonsense.,en
863,Das war unglaublich!,de
864,Worst day ever.,en
865,What a beautiful day!,en
866,Could be better.,en
867,Worst day ever.,en
868,What a beautiful day!,en
869,این بهترین روز من بود,fa
870,I am so tired of this nonsense.,en
871,यह ठीक था।,hi
872,I am so tired of this nonsense.,en
873,مقبول لكنه ليس الأفضل,ar
874,I love this!,en
875,اليوم كان رائعًا,ar
876,من خیلی ناراحتم,fa
877,این بهترین روز من بود,fa
878,Absolutely fantastic experience!,en
879,यह ठीक था।,hi
880,Ich bin enttäuscht.,de
881,Absolutely fantastic experience!,en
882,I love this!,en
883,I love this!,en
884,बहुत ही अच्छा प्रदर्शन!,hi
885,مقبول لكنه ليس الأفضل,ar
886,خوب بود اما می‌توانست بهتر باشد,fa
887,این بهترین روز من بود,fa
888,मैं इससे खुश नहीं हूँ।,hi
889,Could be better.,en
890,"Nicht schlecht, aber nicht gut.",de
891,Worst day ever.,en
892,Could be better.,en
893,I am so tired of this nonsense.,en
894,यह ठीक था।,hi
895,خوب بود اما می‌توانست بهتر باشد,fa
896,خوب بود اما می‌توانست بهتر باشد,fa
897,Could be better.,en
898,Ich bin enttäuscht.,de
899,"Nicht schlecht, aber nicht gut.",de
900,I love this!,en
901,Ich bin enttäuscht.,de
902,What a beautiful day!,en
903,این بهترین روز من بود,fa
904,I am so tired of this nonsense.,en
905,Worst day ever.,en
906,Could be better.,en
907,این بهترین روز من بود,fa
908,बहुत ही अच्छा प्रदर्शन!,hi
909,I love this!,en
910,"Nicht schlecht, aber nicht gut.",de
911,Could be better.,en
912,من خیلی ناراحتم,fa
913,I love this!,en
914,من خیلی ناراحتم,fa
915,Worst day ever.,en
916,बहुत ही अच्छा प्रदर्शन!,hi
917,لا يعجبني هذا,ar
918,لا يعجبني هذا,ar
919,I am so tired of this nonsense.,en
920,I love this!,en
921,This is terrible...,en
922,من خیلی ناراحتم,fa
923,من خیلی ناراحتم,fa
924,Das war unglaublich!,de
925,मैं इससे खुश नहीं हूँ।,hi
926,I love this!,en
927,مقبول لكنه ليس الأفضل,ar
928,बहुत ही अच्छा प्रदर्शन!,hi
929,من خیلی ناراحتم,fa
930,خوب بود اما می‌توانست بهتر باشد,fa
931,خوب بود اما می‌توانست بهتر باشد,fa
932,من خیلی ناراحتم,fa
933,Absolutely fantastic experience!,en
934,This is terrible...,en
935,I love this!,en
936,मैं इससे खुश नहीं हूँ।,hi
937,This is terrible...,en
938,"Nicht schlecht, aber nicht gut.",de
939,Absolutely fantastic experience!,en
940,این بهترین روز من بود,fa
941,لا يعجبني هذا,ar
942,मैं इससे खुश नहीं हूँ।,hi
943,Absolutely fantastic experience!,en
944,यह ठीक था।,hi
945,مقبول لكنه ليس الأفضل,ar
946,This is terrible...,en
947,This is terrible...,en
948,I am so tired of this nonsense.,en
949,"Nicht schlecht, aber nicht gut.",de
950,यह ठीक था।,hi
951,I love this!,en
952,What a beautiful day!,en
953,"Nicht schlecht, aber nicht gut.",de
954,مقبول لكنه ليس الأفضل,ar
955,اليوم كان رائعًا,ar
956,Worst day ever.,en
957,اليوم كان رائعًا,ar
958,Ich bin enttäuscht.,de
959,"Nicht schlecht, aber nicht gut.",de
960,यह ठीक था।,hi
961,Absolutely fantastic experience!,en
962,मैं इससे खुश नहीं हूँ।,hi
963,Absolutely fantastic experience!,en
964,बहुत ही अच्छा प्रदर्शन!,hi
965,Worst day ever.,en
966,من خیلی ناراحتم,fa
967,Ich bin enttäuscht.,de
968,I am so tired of this nonsense.,en
969,لا يعجبني هذا,ar
970,Absolutely fantastic experience!,en
971,لا يعجبني هذا,ar
972,این بهترین روز من بود,fa
973,Could be better.,en
974,मैं इससे खुश नहीं हूँ।,hi
975,यह ठीक था।,hi
976,لا يعجبني هذا,ar
977,बहुत ही अच्छा प्रदर्शन!,hi
978,این بهترین روز من بود,fa
979,बहुत ही अच्छा प्रदर्शन!,hi
980,Absolutely fantastic experience!,en
981,مقبول لكنه ليس الأفضل,ar
982,This is terrible...,en
983,من خیلی ناراحتم,fa
984,Absolutely fantastic experience!,en
985,Could be better.,en
986,Das war unglaublich!,de
987,What a beautiful day!,en
988,मैं इससे खुश नहीं हूँ।,hi
989,"Nicht schlecht, aber nicht gut.",de
990,من خیلی ناراحتم,fa
991,What a beautiful day!,en
992,बहुत ही अच्छा प्रदर्शन!,hi
993,لا يعجبني هذا,ar
994,बहुत ही अच्छा प्रदर्शन!,hi
995,What a beautiful day!,en
996,This is terrible...,en
997,यह ठीक था।,hi
998,This is terrible...,en
999,I am so tired of this nonsense.,en
1000,मैं इससे खुश नहीं हूँ।,hi
1001,What a beautiful day!,en
1002,यह ठीक था।,hi
1003,من خیلی ناراحتم,fa
1004,لا يعجبني هذا,ar
1005,اليوم كان رائعًا,ar
1006,I am so tired of this nonsense.,en
1007,Could be better.,en
1008,What a beautiful day!,en
1009,I love this!,en
1010,Absolutely fantastic experience!,en
1011,I love this!,en
1012,من خیلی ناراحتم,fa
1013,What a beautiful day!,en
1014,لا يعجبني هذا,ar
1015,لا يعجبني هذا,ar
1016,I am so tired of this nonsense.,en
1017,I love this!,en
1018,اليوم كان رائعًا,ar
1019,خوب بود اما می‌توانست بهتر باشد,fa
1020,لا يعجبني هذا,ar
1021,لا يعجبني هذا,ar
1022,Das war unglaublich!,de
1023,"Nicht schlecht, aber nicht gut.",de
1024,Could be better.,en
1025,Could be better.,en
1026,Could be better.,en
1027,Das war unglaublich!,de
1028,Absolutely fantastic experience!,en
1029,बहुत ही अच्छा प्रदर्शन!,hi
1030,مقبول لكنه ليس الأفضل,ar
1031,What a beautiful day!,en
1032,Ich bin enttäuscht.,de
1033,यह ठीक था।,hi
1034,What a beautiful day!,en
1035,"Nicht schlecht, aber nicht gut.",de
1036,Ich bin enttäuscht.,de
1037,मैं इससे खुश नहीं हूँ।,hi
1038,Worst day ever.,en
1039,این بهترین روز من بود,fa
1040,"Nicht schlecht, aber nicht gut.",de
1041,मैं इससे खुश नहीं हूँ।,hi
1042,خوب بود اما می‌توانست بهتر باشد,fa
1043,I love this!,en
1044,बहुत ही अच्छा प्रदर्शन!,hi
1045,मैं इससे खुश नहीं हूँ।,hi
1046,Worst day ever.,en
1047,I love this!,en
1048,Ich bin enttäuscht.,de
1049,I am so tired of this nonsense.,en
1050,यह ठीक था।,hi
1051,من خیلی ناراحتم,fa
1052,What a beautiful day!,en
1053,What a beautiful day!,en
1054,Could be better.,en
1055,Das war unglaublich!,de
1056,बहुत ही अच्छा प्रदर्शन!,hi
1057,لا يعجبني هذا,ar
1058,What a beautiful day!,en
1059,Ich bin enttäuscht.,de
1060,This is terrible...,en
1061,این بهترین روز من بود,fa
1062,Could be better.,en
1063,مقبول لكنه ليس الأفضل,ar
1064,I love this!,en
1065,Worst day ever.,en
1066,"Nicht schlecht, aber nicht gut.",de
1067,این بهترین روز من بود,fa
1068,Worst day ever.,en
1069,من خیلی ناراحتم,fa
1070,What a beautiful day!,en
1071,مقبول لكنه ليس الأفضل,ar
1072,این بهترین روز من بود,fa
1073,Could be better.,en
1074,This is terrible...,en
1075,What a beautiful day!,en
1076,خوب بود اما می‌توانست بهتر باشد,fa
1077,مقبول لكنه ليس الأفضل,ar
1078,من خیلی ناراحتم,fa
1079,من خیلی ناراحتم,fa
1080,اليوم كان رائعًا,ar
1081,I am so tired of this nonsense.,en
1082,What a beautiful day!,en
1083,من خیلی ناراحتم,fa
1084,Could be better.,en
1085,خوب بود اما می‌توانست بهتر باشد,fa
1086,This is terrible...,en
1087,I am so tired of this nonsense.,en
1088,این بهترین روز من بود,fa
1089,این بهترین روز من بود,fa
1090,لا يعجبني هذا,ar
1091,Could be better.,en
1092,Absolutely fantastic experience!,en
1093,बहुत ही अच्छा प्रदर्शन!,hi
1094,यह ठीक था।,hi
1095,من خیلی ناراحتم,fa
1096,Absolutely fantastic experience!,en
1097,اليوم كان رائعًا,ar
1098,I love this!,en
1099,I am so tired of this nonsense.,en
1100,خوب بود اما می‌توانست بهتر باشد,fa
1101,لا يعجبني هذا,ar
1102,Could be better.,en
1103,बहुत ही अच्छा प्रदर्शन!,hi
1104,این بهترین روز من بود,fa
1105,من خیلی ناراحتم,fa
1106,Worst day ever.,en
1107,"Nicht schlecht, aber nicht gut.",de
1108,لا يعجبني هذا,ar
1109,من خیلی ناراحتم,fa
1110,این بهترین روز من بود,fa
1111,I love this!,en
1112,What a beautiful day!,en
1113,اليوم كان رائعًا,ar
1114,This is terrible...,en
1115,"Nicht schlecht, aber nicht gut.",de
1116,This is terrible...,en
1117,Ich bin enttäuscht.,de
1118,Ich bin enttäuscht.,de
1119,اليوم كان رائعًا,ar
1120,Could be better.,en
1121,Das war unglaublich!,de
1122,I love this!,en
1123,"Nicht schlecht, aber nicht gut.",de
1124,مقبول لكنه ليس الأفضل,ar
1125,मैं इससे खुश नहीं हूँ।,hi
1126,I am so tired of this nonsense.,en
1127,What a beautiful day!,en
1128,मैं इससे खुश नहीं हूँ।,hi
1129,This is terrible...,en
1130,Das war unglaublich!,de
1131,لا يعجبني هذا,ar
1132,बहुत ही अच्छा प्रदर्शन!,hi
1133,"Nicht schlecht, aber nicht gut.",de
1134,Das war unglaublich!,de
1135,यह ठीक था।,hi
1136,این بهترین روز من بود,fa
1137,Das war unglaublich!,de
1138,Worst day ever.,en
1139,Ich bin enttäuscht.,de
1140,मैं इससे खुश नहीं हूँ।,hi
1141,I am so tired of this nonsense.,en
1142,मैं इससे खुश नहीं हूँ।,hi
1143,اليوم كان رائعًا,ar
1144,This is terrible...,en
1145,Ich bin enttäuscht.,de
1146,مقبول لكنه ليس الأفضل,ar
1147,I am so tired of this nonsense.,en
1148,لا يعجبني هذا,ar
1149,اليوم كان رائعًا,ar
1150,خوب بود اما می‌توانست بهتر باشد,fa
1151,Das war unglaublich!,de
1152,Das war unglaublich!,de
1153,बहुत ही अच्छा प्रदर्शन!,hi
1154,मैं इससे खुश नहीं हूँ।,hi
1155,لا يعجبني هذا,ar
1156,Ich bin enttäuscht.,de
1157,Absolutely fantastic experience!,en
1158,I love this!,en
1159,Worst day ever.,en
1160,مقبول لكنه ليس الأفضل,ar
1161,"Nicht schlecht, aber nicht gut.",de
1162,मैं इससे खुश नहीं हूँ।,hi
1163,خوب بود اما می‌توانست بهتر باشد,fa
1164,اليوم كان رائعًا,ar
1165,مقبول لكنه ليس الأفضل,ar
1166,مقبول لكنه ليس الأفضل,ar
1167,مقبول لكنه ليس الأفضل,ar
1168,"Nicht schlecht, aber nicht gut.",de
1169,مقبول لكنه ليس الأفضل,ar
